INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/08/2016,460,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,"El punto e) del acuerdo propone desarrollar e integrar ""Grupos Especiales"" conformados por las fuerzas federales y provinciales que actuarán en equipos conjuntos de alta operatividad. Ante esto, ¿Se prevé la creación de una especie de fuerza de ""elite"" en coordinación con las jurisdicciones locales?  ",SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/09/2016,461,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,"¿Existen mecanismos de intercambio y/o coordinación entre las áreas de inteligencia criminal de Policía Federal Argentina, Gendarmería Nacional Argentina, Prefectura Naval Argentina y Policía de Seguridad Aeroportuaria con el Ministerio de Seguridad?",SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/09/2016,462,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,Ministerio de Defensa,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,"Con respecto al compromiso asumido en el apartado f) para controlar el espacio aéreo, terrestre y marítimo se propone consolidar el Sistema Nacional de Radarización, aumentar la cantidad y capacidad de escáneres y montar un sistema de fronteras inteligentes. ¿Existe por parte del Ministerio alguna planificación que indique cuáles y cuántos equipos deben adquirirse? ¿Cuáles son las necesidades específicas en puntos estratégicos? ",SI (SEGURIDAD Y DEFENSA),Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/08/2016,463,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,"El punto j) del acuerdo pretende conformar un mapa georeferenciado del narcotráfico y propone incluir el relevamiento sobre las rutas, hidrovías, espacio aéreo, aeropuertos, pistas clandestinas. ¿Cómo se va a llevar ese relevamiento? ¿Se tiene previsto articular con las provincias la realización del mismo?",SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/09/2016,464,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),SEDRONAR,,,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,"El capítulo tercero establece los lineamientos para la prevención y el abordaje integral de las adicciones, en consonancia con la Ley 26.934 del año 2014 que creó el Plan Integral para el Abordaje de los Consumos Problemáticos (Plan IACOP) que establece que el Estado incorporará con dispositivos de integración a las personas con consumos problemáticos que estén en una situación de vulnerabilidad social que atente contra el pleno desarrollo de sus capacidades y que esas circunstancias pongan en riesgo el éxito de su tratamiento. ¿Cuál es el nivel de cumplimiento de este Plan y cuáles son las perspectivas y proyecciones de continuidad del mismo? ",SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/09/2016,465,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,Vinculado al recientemente anunciado acuerdo nacional “Argentina sin Narcotráfico” se solicita informe sobre:,En el apartado v) del acuerdo se comprometen a establecer una Comisión Asesora de la Sociedad Civil para el abordaje de la prevención del delito a nivel rural y urbano. ¿Cuáles son los objetivos y funciones de esta Comisión Asesora? ,SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/08/2016,466,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Cuáles son las medidas asistenciales que se están tomando o prevén tomarse con respecto a las denominadas “mulas”, eslabón más débil en la cadena del narcotráfico y generalmente mujeres en condiciones de vulnerabilidad que son criminalizadas y alejadas de su país de origen?",SI,Seguridad ,Narcotráfico  ,MEDIDAS DE ASISTENCIA A MULAS
96,26/09/2016,28/09/2016,467,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,"Es de público conocimiento que durante la madrugada del día lunes 4 de julio, la redacción del diario Tiempo Argentino ubicada en la Ciudad Autónoma de Buenos Aires fue gravemente atacada por un grupo de personas armadas irrumpiendo en las instalaciones provocando destrozos y atacando a los trabajadores.
En relación a ese hecho se solicita brinde informe con respecto al accionar de la Policía Federal Argentina durante el suceso, y particularmente responda sobre:","¿Cuál fue el procedimiento seguido por la Policía Federal al tomar conocimiento de los hechos?
¿Cuál fue el accionar de los efectivos presentes en el lugar ante los supuestos hechos delictivos cometidos en flagrancia según el artículo 285 del Código Procesal Penal Ley 23.984 y el artículo 184 del Código Procesal Penal Ley 27.063?",SI,Seguridad ,PFA,ROL PFA EN ALLANAMIENTO A TIEMPO ARGENTINO
96,26/09/2016,28/09/2016,468,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"En virtud del operativo de desalojo de los manifestantes durante la protesta en la autopista Dr. Ricardo Balbín (Buenos Aires – La Plata) a la altura de Dock Sud, llevada a cabo el día 24 de agosto pasado se solicita brinde informe y detalle específicamente cuáles fueron los hechos acontecidos especificando, además,  cuál fue el protocolo de actuación seguido por las fuerzas de seguridad.",SI,Seguridad ,Seguridad Interior  ,DETALLE SOBRE DESALOJO MANIFESTANTES
96,26/09/2016,28/08/2016,469,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,"Vinculado al Protocolo General de Actuación para las Fuerzas Policiales y de Seguridad en la Investigación y Proceso de Recolección de Pruebas en Ciberdelitos (RES. MS 234/2016) surgido luego de la última reunión del Consejo de Seguridad y teniendo en cuenta el incremento de los delitos cometidos a través de las nuevas TICs surgió la necesidad de capacitar y dotar a las Fuerzas de Seguridad y Policiales con herramientas, métodos y procedimientos a fin de mejorar la investigación y conservación de la prueba digital. ",¿Cuál es el grado de avance de los convenios firmados con las provincias y qué medidas se están tomando desde el Ministerio para el cumplimiento del mismo?,SI,Seguridad ,Seguridad Interior  ,ACUERDOS PARA CUMPLIMIENTO PROTCOLO ANTIPIQUETE
96,26/09/2016,28/09/2016,470,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,El Decreto 228/2016 declaró la emergencia en Seguridad Pública por el término de un año. A casi ocho meses de su emisión ¿Cuáles han sido los resultados concretos de dicha declaración de emergencia? ¿Cómo ha impactado esto en la baja de los índices de criminalidad en el país y las provincias en concreto?,SI,Seguridad ,Seguridad Interior  ,RESULTADOS EMERGENCIA SEGURIDAD
96,26/09/2016,28/09/2016,471,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,En qué estado se encuentra el esquema de traspaso de áreas de la Policía Federal a la Ciudad de Buenos Aires. El convenio de traspaso fue remitido a la Legislatura de la Ciudad para su ratificación. ¿Piensa hacerse lo propio con el Congreso Nacional? ¿Cuáles son los mecanismos de coordinación entre las áreas de seguridad de Nación y Ciudad en materia de seguridad?,SI,Seguridad ,PFA,TRASPASO PFA A CABA
96,26/09/2016,28/08/2016,472,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"El nuevo escenario de la Policía Federal, sin jurisdicción ordinaria en la Ciudad de Buenos Aires, importa un cambio significativo en la misión de esa fuerza. ¿Qué medidas se han puesto en marcha en la orientación, despliegue y organización de la fuerza para fortalecer su accionar en el conjunto del país en delitos federales?",SI,Seguridad ,PFA,TRASPASO PFA A CABA
96,26/09/2016,28/09/2016,473,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,"El Operativo Unidad – Cinturón Sur, establecido por Decreto 864/11, dispuso que Gendarmería y Prefectura asumieran competencias en materia de seguridad común en la zona sur de la Capital Federal. "," ¿Cuál es la situación actual de ese operativo y, en caso haberse dispuesto el repliegue de las fuerzas mencionadas, qué recaudos se han adoptado para cubrir las funciones que venían prestando en la Capital Federal y a que áreas se destinó el personal que prestaba esos servicios?",SI,Seguridad ,Seguridad Interior  ,SITUACIÓN OPERATIVO UNIDAD CINTURON SUR
96,26/09/2016,28/09/2016,474,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Cuál es el mecanismo de coordinación entre las áreas a cargo de las estadísticas criminales y las operativas para el diseño de las políticas de seguridad a desplegar por las fuerzas federales y, en su caso, provinciales?",SI,Seguridad ,Seguridad Interior  ,COORDINACIÓN ESTADÍSTICAS CRIMINALES
96,26/09/2016,28/08/2016,475,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,¿Se están realizando o se tiene previsto realizar controles patrimoniales y toxicológicos al personal de las fuerzas de seguridad federales?,SI,Seguridad ,Seguridad Interior  ,CONTROLES TOXICOLÓGICOS PERSONAL FUERZAS SEGURIDAD
96,26/09/2016,28/09/2016,476,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,¿Existen requerimientos provinciales para equipamiento de las fuerzas de seguridad locales? ¿Se evalúa implementar algún mecanismo de asistencia a las provincias para la compra de equipamiento de sus cuerpos policiales?,SI,Seguridad ,Equipamiento/material,COMPRA DE EQUIPAMIENTO
96,26/09/2016,28/09/2016,477,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Cuál es el estado de la transferencia a la órbita de la Agencia Federal de Inteligencia de las competencias y el personal de la Dirección Nacional de Inteligencia Criminal, dependiente del Ministerio de Seguridad que estipuló la Ley 27.126?",SI,Seguridad ,Organismos,IMPLEMENTACIÓN LEY DE INTELIGENCIA NACIONAL
96,26/09/2016,28/08/2016,478,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Qué tareas y funciones desarrolla actualmente la Dirección Nacional de Inteligencia Criminal del Ministerio de Seguridad, luego de que la Agencia Federal de Inteligencia absorbiera como función la producción de inteligencia criminal referida a los delitos federales complejos relativos a terrorismo, narcotráfico, tráfico de armas, trata de personas, ciberdelitos, y atentatorios contra el orden económico y financiero?",SI,Seguridad ,Organismos,ROL INTELIGENCIA CRIMINAL EN SEGURIDAD
96,26/09/2016,28/09/2016,479,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Existen, y en caso afirmativo cuáles son, mecanismos de intercambio y/o coordinación entre las áreas de inteligencia criminal de Policía Federal Argentina, Gendarmería Nacional Argentina, Prefectura Naval Argentina y Policía de Seguridad Aeroportuaria con el Ministerio de Seguridad?",SI,Seguridad ,Seguridad Interior  ,COORDINACIÓN AREAS INTELIGENCIA CRIMINALES
96,26/09/2016,28/09/2016,480,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,Agencia Federal de Inteligencia,,,¿Cuáles son los protocolos o mecanismos de coordinación entre el Ministerio de Seguridad y la Agencia Federal de Inteligencia respecto a la producción y análisis de inteligencia criminal en materia de delitos complejos?,SI (SEG. Y AFI),Seguridad ,Delitos complejos,COORDINACIÓN AREAS INTELIGENCIA CRIMINALES
96,26/09/2016,28/08/2016,481,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),ANSES,,,,"La necesidad de la aprobación de un Crédito Complementario, venía siendo peticionada por la asociación de beneficiarios PROCREAR FEDERAL, con sus delegaciones en todo el país, agrupando a los beneficiarios de los créditos que habiendo sido adjudicados, encontrándose con las obras en ejecución y  que luego se vieron imposibilitados de concluir por la gran brecha entre los precios de los servicios y materiales para la construcción que se tomaron en cuenta en el momento de otorgamiento del mismo, y los precios vigentes a los momentos de los desembolsos. Como respuesta a este requerimiento, se ha aprobado un nuevo financiamiento con las siguientes características y requerimientos según surge de la página web de la ANSES:
•	Tipo: Se trata de nuevo préstamo personal. 
•	Destino: Terminación
•	Para titulares de las líneas Construcción y Compra de Terreno + Construcción que no concluyeron la construcción de su vivienda y necesitan asistencia crediticia para lograrlo.
•	El monto máximo que se entregará será de $200.000, 
•	Plazo de devolución: de hasta 15 años, 
•	Tasa de interés anual del 2%, bajo la modalidad UVI.
•	Plazo para solicitud:  hasta abril de 2017
•	Que los avances de obra, no hayan superado el 85% de la obra, porcentaje a partir del cual se considera que la “habitabilidad de la vivienda”.
Requisitos para acceder
•	Las personas deben estar inscriptas en las líneas PROCREAR Construcción y Compra de Terreno + Construcción. 
•	Las viviendas deben ser de hasta 90 m2.
•	Pueden acceder los segmentos 1, 2 y 3 para el crédito original. El salario máximo debe ser de $30.000 al solicitar el crédito complementario.
•	El cobro del último desembolso debe haber sido desde diciembre de 2015 en adelante. El crédito deberá ser solicitado con posterioridad a los 60 días del cobro del último desembolso.
•	La fecha de inicio de obra debe ser a partir del 1 de enero de 2015 o el crédito original debe estar aprobado antes del 20 de mayo de 2016.
•	El avance de obra debe ser menor al 85% (al momento del análisis se verificará que el beneficiario haya alcanzado como mínimo el 65% de avance con el cobro del último desembolso del crédito). 
De este detalle se desprende que no estamos frente a un crédito complementario del PROCREAR, ya que está totalmente desnaturalizado y se trata de un nuevo crédito y de tipo personal, con diferente tasa de interés y cuotas ajustables. ","En ese sentido, se solicita informe si es que se está evaluando otorgar un crédito complementario al crédito original, en el sentido de que sea considerado como un aumento del crédito original, que se efectivice como desembolsos adicionales; en las mismas condiciones que las acordadas originariamente. ",SI,ANSES,ProCreAr,CRITERIOS CREDITO PROCREAR COMPLEMENTARIO
96,26/09/2016,28/09/2016,482,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,"En relación al anuncio hecho en el mes de junio por el Jefe de Gabinete de Ministros, y al comunicado emitido por el Presidente de la Nación en el mes de agosto acerca de implementar un plan para recibir a tres mil refugiados sirios, se solicita informe sobre:","a) ¿Cuáles son los aspectos técnicos de dicho plan y qué organismos serían los encargados de intervenir en cada caso?;
b) ¿Cómo serán los acuerdos destinados a financiar la implementación de dicho programa?;
c) ¿De qué manera se implementará la distribución territorial de los refugiados? ¿Existen intenciones de celebrar acuerdos con los gobernadores de las provincias? En ese caso, ¿Cuáles serán los aspectos que se abordarán en dichos acuerdos?;
d) ¿Cuáles son las medidas previstas para garantizar la inclusión social, cultural y particularmente el aprendizaje del idioma, la inserción laboral, planes de salud y habitacionales?",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,REFUGIADOS SIRIOS
96,26/09/2016,28/09/2016,483,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,,"¿Cuántas son las bases y de qué organismos dependen, que contengan identificación biométrica, reconocimiento facial, huellas digitales o similar información informatizada de ciudadanos o ingresantes al territorio nacional?",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,BASES DE IDENTIFICACIÓN BIOMETRICA DACTILOSCÓPICA INMIGRANTES Y CIUDADANOS
96,26/09/2016,28/08/2016,484,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,Ministerio de Seguridad,,,"¿Cuál es el grado y el mecanismo de vinculación o entrecruzamiento de los sistemas de identificación de ciudadanos de la Dirección de Migraciones, el Registro Nacional de las Personas (RENAPER), el Ministerio de Seguridad y las Fuerzas de Seguridad? ¿Existe un ente u organismo coordinador o de análisis de dicha información?",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,CRUCE DE BASES DE IDENTIFICACIÓN BIOMETRICA DACTILOSCÓPICA INMIGRANTES Y IUDADANOS
96,26/09/2016,28/09/2016,485,,"Kunath, Sigrid (ENR - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,,"¿Cuantas huellas digitales y demás información biométrica se encuentran almacenadas en el Sistema Federal de Identificación Biométrica (SIBIOS) del Ministerio de Seguridad? ¿Cuál es su capacidad de almacenamiento, su entrecruzamiento y su tiempo de respuesta ante una consulta en tiempo real frente a algún ciudadano ingresante al país?",SI,Seguridad ,Política Migratoria,INFORMACIÓN DENTRO SIBIOS
96,26/09/2016,28/09/2016,486,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,¿Cuántos beneficiarios han solicitado la tarifa social? Y ¿A cuántos se les otorgo realmente? Discrimine por provincia.,SI,Energía y Minería,Tarifas  ,BENEFICIARIOS TARIFA SOCIAL
96,26/09/2016,28/08/2016,487,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,"Con respecto a las tarifas, el Ministro Aranguren, sostuvo que para el año 2017, se esperan más aumentos. ¿Puede precisar porcentajes de aumento?",SI,Energía y Minería,Tarifas  ,AUMENTOS TARIFAS 2017
96,26/09/2016,28/09/2016,488,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,Con respecto a las ventas y cierre de yacimientos de YPF,Qué medidas se piensan a llevar a cabo desde Nación para afrontar los despidos en el sector petrolero? ¿Se puede evaluar que las empresas contratistas de las operadoras se incorporen al REPRO? .¿Qué inversiones están previstas a fin de sostener el empleo?,SI,"Trabajo, Empleo y Seguridad Social",Programas de empleo,SITUACIÓN TRABAJADORES SECTOR PETROLERO
96,26/09/2016,28/09/2016,489,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,Con respecto a las ventas y cierre de yacimientos de YPF,¿Qué cambios ha habido en la producción desde el inicio del año a la fecha?,SI,Energía y Minería,YPF/Política de hidrocarburos/Gas,PRODUCCIÓN HIDROCARBURÍFERA YPF
96,26/09/2016,28/08/2016,490,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,1-	¿Cuándo y qué medidas piensan tomar desde el Estado para reducir el déficit fiscal?,SI,Hacienda y Finanzas Públicas,Política Económica,REDUCCIÓN DEFICIT FISCAL
96,26/09/2016,28/09/2016,491,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Producción,,Ministerio de Hacienda y Finanzas Públicas,,INVERSIONES EXTRANJERAS,Cómo y cuándo llegarán las inversiones? Y ¿Cómo se reflejarán en la economía real? ,SI,Producción ,Comercio interior/exterior,IMPACTO ECONOMÍA DE INVERSIONES EXTRANJERAS
96,26/09/2016,28/09/2016,492,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,"¿Cuáles es la estimación actual de inflación para el presente ejercicio?.
¿Cómo y con qué medidas van a asegurar que la inflación no supere la exorbitante cifra del 42%?.",SI,Hacienda y Finanzas Públicas,Inflación,ESTADÍSTICAS INFLACIÓN
96,26/09/2016,28/08/2016,493,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,"¿Cuáles son las medidas concretas a implementar para la devolución del IVA?.
Existiendo un cambio  de metodología del Índice de Precios al Consumidor Nacional Urbano: ¿Cuáles son los valores actuales de la Canasta Básica Alimentaria y de la Canasta Básica Total?",SI,Hacienda y Finanzas Públicas,AFIP/Tributos,DEVOLUCIÓN IVA CANASTA BÁSICA
96,26/09/2016,28/09/2016,494,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Seguridad,,,,Respecto a lo sucedido en TIEMPO ARGENTINO,"Qué medidas se están llevando a cabo para la determinación de responsabilidades?.¿Cuáles son los responsables desde el Poder Ejecutivo de controlar y evitar este tipo de acciones?. ¿Por qué la Policía Federal custodió, acorde al material audiovisual difundido por todos los medios de comunicación, al grupo de tareas que golpeó empleados y destruyó las oficinas del diario Tiempo Argentino?.",SI,Seguridad ,Seguridad Interior  ,ROL PFA EN ALLANAMIENTO A TIEMPO ARGENTINO
96,26/09/2016,28/09/2016,495,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Producción,,,,,"Informe la cantidad de créditos concedidos durante el año 2016 al sector productivo.  Asimismo especifique: ¿Quiénes fueron los beneficiarios?
¿Cuál es la actividad productiva de los mismos?",SI (ANEXO),Producción ,Promoción industrial  ,CRÉDITOS A SECTORES PRODUCTIVOS
96,26/09/2016,28/08/2016,496,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Consejo Nacional de Políticas Sociales,,Ministerio de Hacienda y Finanzas Públicas,,,"-¿Cuenta el Estado Nacional con índices oficiales respecto de casos de violencia de género?. Si es así: Discriminar por provincia y/o ciudades.
-¿Cuál es el avance de aplicación de la ley 26.485, en particular el artículo 11, sobre la implementación de acciones prioritarias para combatir la violencia de género desde los distintos ministerios? 
-¿Cuál es el presupuesto de  recursos del Consejo Nacional de las Mujeres para el año 2016, y cuál es su grado de ejecución hasta el mes de junio.",SI (CONSEJO),Justicia y Derechos Humanos,Violencia de Género,ESTADÍSTICAS CASOS VIOLENCIA DE GENERO
96,26/09/2016,28/09/2016,497,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Modernización,,,,,"¿Cuál es el porcentaje de ocupación de personas con discapacidad en los organismos dependientes del Estado Nacional y sus organismos descentralizados o autárquicos, las empresas del estado y las empresas privadas concesionarias de servicios públicos, de acuerdo a lo ordenado en el artículo 8º de la ley 22431, modificada por la ley 25689?.
¿Cuáles son las acciones dispuestas para cumplir con lo previsto en la mencionada ley en caso de no cumplirse con el 4% de ocupación a personas con discapacidad?",SI,Modernización ,Empleo público  ,4% OCUPACIÓN PERSONAS CON DISCAPACIDAD
96,26/09/2016,28/09/2016,498,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,,"¿Por qué no se dejaron sin efecto todas las licitaciones públicas realizadas con anterioridad al 10 de diciembre de 2015, y que se relacionan con distintas obras que fueron licitadas, adjudicadas pero que hasta la fecha no hayan dado inicio a las mismas? Y ¿Por qué no se somete a cada una de ellas a un nuevo proceso licitatorio, público conforme lo establecen las leyes vigentes?.",SI,"Interior, Obras Públicas y Vivienda",Obras Públicas/Infraestructura Pública,LICITACIONES DE OBRAS PÚBLICAS GESTION ANTERIOR
96,26/09/2016,28/08/2016,499,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Justicia y Derechos Humanos,,,,"¿No cree usted que resulta un atropello a este Congreso Nacional el hecho de modificar constantemente leyes emanadas por este cuerpo bajo el dictado de decretos de necesidad y urgencia, sin que exista tal necesidad, y mucho menos urgencia?","Al respecto expláyese sobre los fundamentos concretos utilizados para la modificación a la Ley 26737 (Ley de Tierras), mediante el Decreto 820/16.",SI,Justicia y Derechos Humanos,Tierras rurales,FUNDAMENTOS MODIFICACIÓN LEY TIERRAS RURALES
96,26/09/2016,28/09/2016,500,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,,,,"En qué consisten los siguientes programas? ¿Cuál es el alcance? ¿Quiénes son los destinatarios?
•	Programa Nacional de Municipios y Comunidades Saludables
•	Programa Médicos Comunitarios
•	Programa Organización Comunitaria Salud",SI,Salud  ,Programas/servicios de salud,DETALLE SOBRE PROGRAMAS DE SALUD
96,26/09/2016,28/09/2016,501,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,,,,¿Cuál es la nueva propuesta respecto a la Ley de Salud Mental? En virtud de la Resolución 1003/16.,SI,Salud  ,Salud mental,LEY DE SALUD MENTAL
96,26/09/2016,28/08/2016,502,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,Ministerio de Hacienda y Finanzas Públicas,,,¿Cuál es la asignación presupuestaria para el Ministerio de Salud?,SI,Salud  ,Presupuesto Nacional,SIUACIÓN PRESUPUESTARIA MINISTERIO SALUD
96,26/09/2016,28/09/2016,503,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Producción,,,,,¿Cuáles son las políticas concretas que se van a aplicar para fortalecer las economías regionales?,SI,Producción ,Economías Regionales,DESARROLLO ECONOMÍAS REGIONALES
96,26/09/2016,28/09/2016,504,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,"Incentivos para los productores locales de los sectores: Cárnico, Vitivinícola, Lechero?",SI,Agroindustria ,Industria agroganadera,INCENTIVOS INDUSTRIA AGROGANADERA ALIMENTARIA
96,26/09/2016,28/08/2016,505,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Producción,,,,,"Especifique por rubro las importaciones de los últimos tres meses, indicando cantidad y valor.",SI,Producción ,Exportación/importación,DETALLE DE IMPORTACIONES
96,26/09/2016,28/09/2016,506,,"Labado, María Ester (SCZ - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Justicia y Derechos Humanos,,,,,"Cuál es el grado de avance en la creación de Juzgados Federales en la Provincia de Santa Fe, concretamente la puesta en marcha del Juzgado Federal  de la ciudad de Venado Tuerto? ¿Podría especificar los plazos concretos para la puesta en funcionamiento, ya que en los últimos meses no ha habido novedades sobre el particular, más allá de un Acuerdo entre el Municipio y el Consejo de la Magistratura por el inmueble a utilizar por parte del Juzgado?.",SI,Justicia y Derechos Humanos,Tribunales federales  ,JUZGADO FEDERAL EN SANTA FE
96,26/09/2016,28/09/2016,507,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Producción,,,,,Informe respecto a las importaciones del año 2015 y 2016. Detallar por mes; producto; cantidad; valor; y país de origen.,SI,Producción ,Exportación/importación,DETALLE DE IMPORTACIONES
