INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,500,8/1/2016 10:41:27,"García, Virginia María (SCZ - PJ-FpV)",,¿Cómo justifica los despidos de trabajadores y los cierres de los Centros de Acceso a la justicia destinados a facilitar el acceso a la justicia a personas de bajos recursos?,Ministerio de Justicia y Derechos Humanos,Empleo público  ,CIERRES DE CENTROS DE ACCESO A LA JUSTICIA
ANEXO 94,30/05/2016,01/06/2016,501,8/1/2016 10:47:16,"García, Virginia María (SCZ - PJ-FpV)",Durante las últimas semanas se abrió una convocatoria para contratar nuevos profesionales para aquellos CAJ cuyo personal había sido despedido. Si los trabajadores eran necesarios. ,¿Por qué se los echó? ¿se realizó una evaluación de los mismos? ¿cuál es la justificación de los mismos?,Ministerio de Justicia y Derechos Humanos,Empleo público  ,DESPIDOS EN LOS CENTROS DE ACCESO A LA JUSTICIA
ANEXO 94,30/05/2016,01/06/2016,502,8/1/2016 12:22:52,"García, Virginia María (SCZ - PJ-FpV)",,¿Cuál es la postura que va a tomar el Gobierno Nacional ante la imputación reciente al Sr. Grindetti actual intendente de Lanús y ferviente militante del PRO? ,Jefatura de Gabinete,Ética pública / oficina anticorrupción,IMPUTACIÓN DE GRINDETTI
ANEXO 94,30/05/2016,01/06/2016,503,8/1/2016 12:27:53,"García, Virginia María (SCZ - PJ-FpV)","Laura Alonso, la titular de la Oficina Anticorrupción, aconsejo a los ministros del gobierno nacional, que ""deleguen sus firmas hacia abajo o hacia el costado"" y así eviten ser alcanzados por la Ley de Ética Pública, en contratos que beneficien a las empresas en las cuales se despeñaban como CEO o directivos. ","¿Cree usted que la funcionaria tiene el grado de autonomía necesaria para llevar a cabo su función? ¿Cuáles fueron sus motivos al elegirla para ocupar dicho cargo, considerando que no es abogada, no tiene méritos suficiente en la lucha anticorrupción, visitaba con frecuencia al fiscal Nisman en los días previos a su fallecimiento sucedida en extrañas condiciones aún no resueltas y nunca se expidió sobre esa relación, y no puede hacer gala de imparcialidad ya que es un ferverosa militante del PRO?",Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,ALONSO EN LA OFICINA ANTICORRUPCIÓN
ANEXO 94,30/05/2016,01/06/2016,504,8/1/2016 12:29:08,"García, Virginia María (SCZ - PJ-FpV)",,"Laura Alonso, fue denunciada por su actuación en los Panamá Papers. La denuncia fue efectuada por la Fundación por la Paz y el Cambio Climático de Argentina. Está acusada de ""mal desempeño de sus funciones"", ""abuso de autoridad"" e ""incumplimiento de deberes públicos"". La causa quedó a cargo del juez federal Claudio Bonadío. Ud la respaldó públicamente, ¿Podría expedirse más sobre semejante aberración para la República? ",Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,ALONSO EN LOS PANAMA PAPERS
ANEXO 94,30/05/2016,01/06/2016,505,8/1/2016 12:30:17,"García, Virginia María (SCZ - PJ-FpV)",,"En el Poder Ejecutivo se encuentran trabajando alrededor de 54 funcionarios con incompatibilidades, además del Ministro de Energía. El pueblo plantea que los funcionarios del PRO han llegado al gobierno para hacer sus propios negocios con decisiones de Estado. ¿Qué explicación puede brindar al respecto? ",Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,FUNCIONARIOS DEL EJECUTIVO INCOMPATIBILIDADES
ANEXO 94,30/05/2016,01/06/2016,506,8/1/2016 12:46:52,"García, Virginia María (SCZ - PJ-FpV)","El jueves 24 de marzo, el avión oficial que trasladaba al Presidente Macri, aterrizó en el aeropuerto de Bariloche, allí lo esperaba un helicóptero que no formaba parte de la flota oficial sino del empresario multimillonario británico Joe Lewis, propietario de la estancia Lago Escondido y en la que se ubica el lago homónimo, que es eje de una disputa legal con vecinos de la zona por la falta de acceso al espejo de agua. En esa estancia se hospedó el presidente con su familia durante el fin de semana largo de semana santa. Frente a esta situación, el Diputado Nacional por la provincia de Río Negro, Martín Doñate, realizó una denuncia ante la Oficina Anticorrupcíón para que el organismo investigue si el presidente incurrió en el delito de dádivas. Teniendo en cuenta que Lewis es accionista de Edenor y Transener, dos empresas concesionarias del Estado nacional y que se vieron beneficiadas por los tarifazos",¿Qué procedimiento se le dio a la denuncia realizada por el diputado Doñate y si se llegó a alguna resolución? ,Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,VIAJES PRESIDENTE EN TRANSPORTE PRIVADO
ANEXO 94,30/05/2016,01/06/2016,507,8/1/2016 12:52:46,"García, Virginia María (SCZ - PJ-FpV)","Algunos medios establecieron que el Poder Ejecutivo está manteniendo reuniones diarias con la Corte Suprema de Justicia de la Nación para que reponga el tarifazo,",¿Qué explicaciones pueden dar al respecto? ,Jefatura de Gabinete,Corte Suprema  ,FALLO CORTE SSUPREMA DE JUSTICIA DE LA NACIÓN TARIFAS
ANEXO 94,30/05/2016,01/06/2016,508,8/1/2016 12:59:35,"García, Virginia María (SCZ - PJ-FpV)","La ley de tierras fue aprobada en el año 2011 y representó una respuesta precisa a la protección y defensa de la tierra rural argentina. La misma regula la adquisición de tierras rurales por parte de extranjeros, creando asimismo el registro de tierras rurales. Con ello se logró la protección del suelo argentino. Pero pudimos ver la publicación en el Boletín Oficial con el Decreto 820/2016 en donde se modifica la ley de tierras y se eliminan los controles que estaban a cargo de la UIF y la AFIP. Se facilita la venta de terrenos y ofrece alternativas a los extranjeros para eludir, a través de sencillas maniobras contables, las limitaciones y obligaciones dispuestas por la ley. ",¿Cuál es el sentido de esta decisión de gobierno? ,Ministerio de Justicia y Derechos Humanos,Otros  ,TIERRAS RURALES
ANEXO 94,30/05/2016,01/06/2016,509,8/1/2016 12:18:17,"García, Virginia María (SCZ - PJ-FpV)",,"Continuando con la grave situación de los despidos masivos; desde el 10 de diciembre el Estado Nacional realizo 150.000 mil despidos aproximadamente sin justa causa en los papeles. Empero mediáticamente se justificaron diciendo que el ESTADO NACIONAL se ahorraría mucho dinero porque eran ""ñoquis"". Desde que asumieron el PRO contrato la misma gente que despidió, y no solo ello sino que se triplicaron los sueldos. ¿Qué explicaciones nos puede dar al respecto? ",Ministerio de Modernización,Empleo público  ,DESPIDOS Y CONTRATACIONES EN EL ESTADO NACIONAL
ANEXO 94,30/05/2016,01/06/2016,510,8/1/2016 11:53:23,"García, Virginia María (SCZ - PJ-FpV)",,¿Cuál es la visión geopolítica en la planificación de un acercamiento concreto del MERCOSUR con la Alianza del Pacífico?,Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,POSICIÓN MERCOSUR-ALIANZA DEL PACIFICO
ANEXO 94,30/05/2016,01/06/2016,511,8/1/2016 11:56:53,"García, Virginia María (SCZ - PJ-FpV)",,¿Cuáles cree el gobierno que deben ser los ejes de la relación entre el MERCOSUR y la Unión Europea?,Ministerio de Relaciones Exteriores y Culto,Integración regional  ,EJES RELACIÓN MERCOSUR/UNIÓN EUROPEA
ANEXO 94,30/05/2016,01/06/2016,512,8/1/2016 12:07:09,"García, Virginia María (SCZ - PJ-FpV)","La Canciller Malcorra destacó en declaraciones públicas que las Islas Malvinas no son más ""el tema Principal"" entre Buenos Aires y Londres. En declaraciones al diario británico The Financial Times, consideró en la gestión de la ex presidenta  Cristina kirchner se ""sobreenfocó"" en ese tema. ","Si Malvinas no es tema principal, ¿cuál es el principal eje de la relación entre nuestro país y Gran Bretaña?",Ministerio de Relaciones Exteriores y Culto,Malvinas  ,RELACIONES CON GRAN BRETAÑA
ANEXO 94,30/05/2016,01/06/2016,513,8/1/2016 12:11:12,"García, Virginia María (SCZ - PJ-FpV)",,"Las declaraciones de la Canciller sobre Malvinas y en particular sobre nuestra política exterior en general, representan los intereses de la República o se enmarcan en la campaña para llegar a la secretaría General de las  Naciones Unidas. ",Ministerio de Relaciones Exteriores y Culto,Malvinas  ,MOTIVACIONES DECLARACIONES MALCORRA
ANEXO 94,30/05/2016,01/06/2016,514,8/1/2016 12:31:32,"García, Virginia María (SCZ - PJ-FpV)",,"Ante la candidatura de Malcorra como Secretaria General de Naciones Unidas, ¿por qué no renuncia para dedicarse a su campaña?",Ministerio de Relaciones Exteriores y Culto,Otros,RENUNCIA DE MALCORRA POR CANDIDATURA
ANEXO 94,30/05/2016,01/06/2016,515,8/1/2016 12:35:06,"García, Virginia María (SCZ - PJ-FpV)",,"Ante la candidatura de Malcorra como Secretaria general de las Naciones Unidas, ¿las erogaciones  de sus actividades de campaña son financiadas por la Cancillería Argentina?",Ministerio de Relaciones Exteriores y Culto,Otros,FINANCIAMIENTO CANDIDATURA MALCORRA
ANEXO 94,30/05/2016,01/06/2016,516,8/1/2016 12:37:11,"García, Virginia María (SCZ - PJ-FpV)","La canciller está acusada de encubrir violaciones de niños en África por los cuerpos de paz. Citando una investigación interna de Naciones Unidas, la influyente revista estadounidense Foreign Policy en su edición, del 17 de diciembre revela el nefasto papel jugado por la actual Canciller Argentina, Susana Malcorra, cuando se desempeñaba como Jefa de Gabinete del Secretario General de la ONU, Ban Ki-moon. El veredicto de un panel de tres jueces independientes nombrado por Ban Ki-moon responsabiliza a Malcorra del ocultamiento de un caso de abuso sexual a menores perpetrado por Cascos Azules de la ONU y de la persecución sufrida por el funcionario sueco Anders Kompass, quien filtró la noticia a las autoridades francesas para poner fin a los abusos.",¿Cuál es la actual situación jurídica de la Canciller? ¿El Presidente leyó el informe del ONU publicada en la web oficial donde se deslindan responsabilidades y Malcorra resulta culpable de encubrimiento de pedofilia?,Ministerio de Relaciones Exteriores y Culto,Ética pública / oficina anticorrupción,MALCORRA ONU DENUNCIAS
ANEXO 94,30/05/2016,01/06/2016,517,8/1/2016 13:03:29,"García, Virginia María (SCZ - PJ-FpV)",Los festejos por los aniversarios centenarios de las Independencias suelen estar signados por la presencia de numerosos mandatarios internacionales. ,¿Qué lectura hacen de que ningún Jefe de Estado o de Gobierno en funciones de ningún país del mundo haya asistido al Bicentenerario de nuestra independencia? ,Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,PRESENCIA DE MANDATARIOS EN FIESTA BICENTENARIO
ANEXO 94,30/05/2016,01/06/2016,518,8/1/2016 12:10:53,"García, Virginia María (SCZ - PJ-FpV)",Con respecto al incidente ocurrido en Nuevo Encuentro tomo estado público que el criminal que disparó con un arma de calibre 32 se llama Alejandro Sidero y se define como militante del PRO que aportó a la campaña de CAMBIEMOS.,"¿Qué explicaciones tienen al respecto? ¿Quién financió su huida a Estados Unidos? ¿Quién lo mantiene? ¿El Presidente tiene conocimiento de los comportamientos de sus militantes? De tenerlo, ¿Cómo no se expidió al respecto? ",Ministerio de Seguridad,Seguridad Interior  ,INCIDENTE LOCAL NUEVO ENCUENTRO
ANEXO 94,30/05/2016,01/06/2016,519,8/1/2016 12:14:56,"García, Virginia María (SCZ - PJ-FpV)","No solo ocurrieron en el local de Nuevo Encuentro sino que como usted recordará en el mes de Mayo, en la Comuna 4 (La Boca) hubieron incidentes, golpes y una persona identificada como Rodolfo Corzo agredió con un cuchillo a Matías Scinica. Pudimos saber que Rodolfo trabaja para el Gobierno de ía Ciudad de Buenos Aires y es un fervoroso militante del PRO. Nuevamente los hechos de violencia se relacionan con el partido gobernante.",¿Qué nos puede decir al respecto? ,Ministerio de Seguridad,Seguridad Interior  ,AGRESIONES A ORGANIZACIONES POLÍTICAS OPOSITORAS
ANEXO 94,30/05/2016,01/06/2016,520,8/1/2016 12:18:14,"García, Virginia María (SCZ - PJ-FpV)","Durante la madrugada del lunes  4 de julio, un grupo de tareas atacó las oficinas de Tiempo Argentino y Radio América, amenazando y echando a los trabajadores que se encontraban en las instalaciones, tapiaron las ventanas y puertas y comenzaron a destrozar el lugar, las herramientas de trabajo y documentación. Finalmente, lograron escaparse con ayuda de la Policía Federal. En este marco: ",¿Cuál fue el accionar de la fuerza de seguridad presente en el lugar de los hechos? ¿Qué responsabilidad tiene la Ministra de Seguridad en este hecho?,Ministerio de Seguridad,Seguridad Interior  ,ROL DE LA PFA EN AGRESION A TIEMPO ARENTINO
ANEXO 94,30/05/2016,01/06/2016,521,8/1/2016 12:31:23,"García, Virginia María (SCZ - PJ-FpV)",,¿Cuál es el número de secuestros desde el inicio del año 2016? Cuáles son las políticas de trabajo que desde el Gobierno se han evaluado y se llevan a cabo en esta materia? ,Ministerio de Seguridad,Seguridad Interior  ,ESTADÍSTICAS SOBRE SECUESTROS
ANEXO 94,30/05/2016,01/06/2016,522,8/1/2016 12:34:57,"García, Virginia María (SCZ - PJ-FpV)",,"Durante su primer visita le preguntamos ¿Qué medidas pensaba tomar para frenar los hechos de violencia política que comenzaron a ocurrir a partir del 10 diciembre? De hecho citamos algunos ejemplos como los balazos contra un local partidario de Nuevo Encuentro que dejaron internada a una chica embarazada, escraches públicos con niveles de humillación aberrantes para toda la sociedad o incluso ataques a cuchillazos en una dependencia gubernamental de la Ciudad de Buenos Aires que evidentemente fue zona liberada a manos de punteros políticos vinculados a la alianza Cambiemos. Su respuesta fue que desde el gobierno rechazaban este tipo acciones. Volvemos a preguntar, se están tomando medidas específicas para frenar la violencia política que se instaló desde el 10 de diciembre que siempre está vinculada a militantes del PRO. ",Ministerio de Seguridad,Seguridad Interior  ,AGRESIONES A ORGANIZACIONES POLÍTICAS OPOSITORAS
ANEXO 94,30/05/2016,01/06/2016,523,7/29/2016 16:44:50,"García, Virginia María (SCZ - PJ-FpV)","El Indec informó que el sector fabril sufrió una contracción del empleo; al tiempo que bajó 1,1 por ciento la cantidad de horas  trabajadas  y 3,8 el nivel de actividad entre enero y marzo. Los salarios acumularon una perdida de 4 puntos en promedio ",¿Están diseñando políticas públicas específicas para terminar con estas caídas?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,CAÍDA DEL EMPLEO EN EL SECTOR FABRIL
ANEXO 94,30/05/2016,01/06/2016,524,7/29/2016 16:48:40,"García, Virginia María (SCZ - PJ-FpV)",,¿Cuál es la política del gobierno ante la ola de despidos y suspensiones que vive toda la cadena de la industria automotriz?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,DESPIDOS EN LA INDUSTRIA AUTOMOTRIZ
ANEXO 94,30/05/2016,01/06/2016,525,8/1/2016 9:45:56,"García, Virginia María (SCZ - PJ-FpV)","El informe de Indec muestra que en el sector maderero el empleo bajó 7.6% interanual en el primer trimestre, seguido por el sector del tabaco (-5%), autos, remolques y semirremolques  (-3.5%), maquinaria y equipo (-3.1%), textiles (-2.2%), metales comunes (-2.2%) y papel y productos del papel (-2.0%). Un escalón por debajo quedaron curtido y terminación de cuero (-1.5%), edición e impresión (-1.2%), equipo de transporte (-1.6%). ","Por favor indique la cantidad de trabajadores que involucran esos porcentajes , ya que no se especifica en el informe.  Por otro lado, conocer qué medidas ha tomado el Ministerio de Trabajo para frenar la perdida del empleo. ","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ESTADÍSTICAS Y MEDIDAS POR DESEMPLEO
ANEXO 94,30/05/2016,01/06/2016,526,8/1/2016 9:53:31,"García, Virginia María (SCZ - PJ-FpV)","Durante el corriente año, las paritarias cerraron por debajo del nivel de inflación.",¿Qué evaluación hacen respecto a que los trabajadores perdieron capacidad adquisitiva? ,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,CAPACIDAD ADQUISITIVA TRABAJADORES
ANEXO 94,30/05/2016,01/06/2016,527,8/1/2016 11:27:17,"García, Virginia María (SCZ - PJ-FpV)",,"¿Qué explicación tiene respecto de las sociedades offshore de la familia presidencial y de los funcionarios, tanto desde este gobierno nacional como de gobiernos locales, alineados al partido gobernante?",Jefatura de Gabinete,Ética pública / oficina anticorrupción,EMPRESAS OFFSHORE FUNCIONARIOS GOBIERNO
ANEXO 94,30/05/2016,01/06/2016,528,8/1/2016 11:31:10,"García, Virginia María (SCZ - PJ-FpV)",Dado que el sistema de medios de comunicación pública no informa nada al respecto. ,¿Qué explicación pueden brindarle a la sociedad respecto de la ruta del dinero M?,Jefatura de Gabinete,Jefatura de Gabinete,RUTA DEL DINERO M
ANEXO 94,30/05/2016,01/06/2016,529,8/1/2016 13:07:11,"García, Virginia María (SCZ - PJ-FpV)",La salud del Presidente es una cuestión de estado. ,¿Cómo se encuentra de salud el Ing. Macri? ¿Sigue extenuado por las actividades que le demanda su calidad de Presidente? ¿Podría la Unidad Médica Presidencial expedirse? ,Secretaría General de la Presidencia,Temas presidencia,SALUD DEL PRESIDENTE
ANEXO 94,30/05/2016,01/06/2016,530,8/1/2016 12:20:58,"García, Virginia María (SCZ - PJ-FpV)","Durante la madrugada del lunes 4 de julio, un grupo de tareas atacó las oficinas de Tiempo Argentino y Radio América, amenazando y echando a los trabajadores que se encontraban en las instalaciones, tapiaron las ventanas y puertas y comenzaron a destrozar el lugar, las herramientas de trabajo y documentación. Finalmente, lograron escaparse con ayuda de la Policía Federal. En este marco: ",¿Cuáles son las medidas que se tomaran desde el Gobierno Nacional para la defensa de la libertad de expresión?,Sistema Federal de Medios Públicos,Otros  ,REPRESIÓN TIEMPO ARGENTINO LIBERTAD DE EXPRESIÓN
ANEXO 94,30/05/2016,01/06/2016,531,8/1/2016 11:28:15,"Godoy, Ruperto (SJU - PJ-FpV)","Al día de la fecha el PEN no ha enviado el proyecto de ley autorizando la salida de personal y medios del ejército argentino, de la armada argentina y de la fuerza aérea argentina de nuestro país y el ingreso de tropas extranjeras, a realizarse dentro y fuera del territorio nacional, en el marco del programa de ejercitaciones combinadas correspondiente al Plan Anual 2016-2017.
La Ley 25.880 estable en su Artículo 5o ""En los casos de ejercitaciones combinadas, el Poder Ejecutivo enviará al Congreso el proyecto de ley en la primera semana de marzo de cada año, que incluirá un programa de ejercitaciones que cubra un año corrido desde el 1o de septiembre del mismo""",¿El Poder Ejecutivo está trabajando en el envió del proyecto? ¿Qué fecha de envió se tiene prevista? ¿En qué fecha se realiza el primer ejercicio militar?,Ministerio de Defensa,Operaciones,PROYECTO DE LEY OPERACIONES EN CONJUNTO
ANEXO 94,30/05/2016,01/06/2016,532,8/1/2016 11:26:10,"Godoy, Ruperto (SJU - PJ-FpV)",,¿Cuál es la situación del personal argentino que se encuentra en la misión humanitaria de Haití? ¿En qué ciudades se encuentran? ¿Hasta qué fecha está previsto que se encuentren allí? Que medios (aeronaves; helicópteros entre otros) tenemos comprometidos en la misión? Si fuere el caso enumere las cantidades.,Ministerio de Relaciones Exteriores y Culto,Operaciones,SITUACIÓN PERSONAL EN HAITI
ANEXO 94,30/05/2016,01/06/2016,533,8/1/2016 11:29:13,"Godoy, Ruperto (SJU - PJ-FpV)",,"¿Sobre qué temáticas fueron los Acuerdos, Declaraciones Conjuntas, Memorándums y cualquier otro documento que se hayan suscripto en la visita del Presidente de los Estados Unidos de América, Barack Obama? ¿Cuándo se enviarán al Congreso estos acuerdos?",Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,ACUERDOS CON EEUU
ANEXO 94,30/05/2016,01/06/2016,534,8/1/2016 11:07:11,"González, Nancy (CHU - PJ-FpV)",,¿Cuál es la autocrítica que hacen como equipo de trabajo en el gabinete en relación al incremento indiscriminado de tarifas de gas y luz en todo el país?,Jefatura de Gabinete,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,535,8/1/2016 10:46:58,"González, Nancy (CHU - PJ-FpV)",,Respecto de la educación universitaria y terciaria ¿tienen algún plan o programa destinado al fomento o mejoramiento de la calidad educativa? ¿piensan fomentar las carreras técnicas o simplemente mandar fondos para abonar sueldos?,Ministerio de Educación y Deportes,Programas educativos.,MEJORA CALIDAD EDUCATIVA TERCIARIA Y UNIVERSITARIA
ANEXO 94,30/05/2016,01/06/2016,536,8/1/2016 11:02:46,"González, Nancy (CHU - PJ-FpV)","Hemos recibido informes por parte de la Universidad Nacional de la Patagonia ""San Juan Bosco"", en los que se hace referencia a que no se está dando solución al financiamiento  de la carrera de Lic. en Turismo de acuerdo al Contrato Programa que tramita por expediente 3997/2015, que se encuentra en la Secretaria de Políticas Universitarias dependiente del Ministerio de Educación.
Asimismo, también recibimos informes realizados por la Facultad Regional Chubut dependiente de la UTN, la cual no cuenta a la fecha con los recursos pertinentes para seguir dictando la carrera  de Ingeniería Electromecánica.","Estos temas de los cuales fuimos informados, ¿tienen alguna explicación?¿cuál es la política educativa que piensan implementar?",Ministerio de Educación y Deportes,Política Universitaria.,FONDOS PARA CARRERAS UNVERSITARIAS PATAGONIA
ANEXO 94,30/05/2016,01/06/2016,537,8/1/2016 11:28:29,"González, Nancy (CHU - PJ-FpV)",Uno de los motivos que exponen para incrementar las tarifas es la necesaria inversión que debe hacerse en materia energética. ,¿Podría explicarnos cuál es el plan de inversión que tiene el Poder Ejecutivo para solucionar el problema de la energía?,Ministerio de Energía y Minería,Tarifas  ,INVERSIÓN EN INFREASTRUCTURA ENERGÉTICA
ANEXO 94,30/05/2016,01/06/2016,538,8/1/2016 12:49:31,"González, Nancy (CHU - PJ-FpV)",Si supuestamente han dado marcha atrás en el aumento de tarifas:,¿por qué motivo no realizan las audiencias con participación ciudadana a los fines de encontrar soluciones?,Ministerio de Energía y Minería,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,539,8/1/2016 9:55:38,"González, Nancy (CHU - PJ-FpV)","Según la página de AFIP la recaudación del mes de Junio ascendió a $174.597 millones, lo que representaría un crecimiento interanual del 24%.-
Si bien el dato oficial del INDEC para el primer semestre aún no fue publicado, todas las variables oficiales indican que la inflación del primer semestre es superior al crecimiento de la recaudación interanual.",¿Qué medidas piensan tomar para estimular el crecimiento económico y evitar el déficit fiscal? ¿O sólo a través del endeudamiento y los recortes pretenden lograr el equilibrio fiscal?,Ministerio de Hacienda y Finanzas Públicas,AFIP / Tributos,POLÍTICAS DE REACTIVACIÓN ECONÓMICA
ANEXO 94,30/05/2016,01/06/2016,540,8/1/2016 10:36:32,"González, Nancy (CHU - PJ-FpV)","Según la página oficial del Ministerio de Trabajo de la Nación, la encuesta de indicadores laborales del primer semestre arroja como resultado que entre abril y mayo de 2016 existió una pérdida de puestos de trabajo del 0,2%, y anualizado desde mayo de 2015 a mayo de 2016 del 0,1% en el sector privado.","Con todos los datos negativos de la actividad económica, el trabajo y la producción que Uds. mismos publican ¿no consideran que deberían modificar el plan económico, en caso de existir un plan económico?",Ministerio de Hacienda y Finanzas Públicas,Política Económica,POLÍTICAS DE REACTIVACIÓN ECONÓMICA
ANEXO 94,30/05/2016,01/06/2016,541,8/1/2016 11:52:45,"González, Nancy (CHU - PJ-FpV)",El Poder Ejecutivo ha enviado un proyecto de Ley mediante el cual se busca limitar en el tiempo el cargo de Procurador General que hoy ocupa la Dra. Gils Carbó. ,"Ahora bien, si el jefe de los fiscales tiene un plazo determinado en su cargo: ¿esto significa que todos los fiscales nacionales  durarán en sus cargos lo mismo que el Procurador General?¿Qué opinión le merece dicha cuestión?",Ministerio de Justicia y Derechos Humanos,Otros  ,DURACIÓN EN CARGO DE FISCALES NACIONALES
ANEXO 94,30/05/2016,01/06/2016,542,8/1/2016 12:38:11,"González, Nancy (CHU - PJ-FpV)",Si supuestamente han dado marcha atrás con el aumento de tarifas:,¿por qué motivo no se allanan en las diferentes causas judiciales iniciadas a raíz  del tarifazo?¿No cree que se trata de un problema que debe resolver el Poder Ejecutivo y no el Poder Judicial?,Ministerio de Justicia y Derechos Humanos,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,543,8/1/2016 10:15:11,"González, Nancy (CHU - PJ-FpV)","Según la publicación del INDEC del 5 de julio de 2016, en el primer trimestre del año 2016, en relación al mismo trimestre del año anterior, existe una disminución de la ocupación industrial del 0,8% y una baja del 1,1% en las horas trabajadas. Asimismo, la publicación del 30 de junio de 2016 muestra que la actividad industrial de mayo de 2016 presenta una caída del 4,3% con respecto al mismo mes del año 2015.",¿Qué medidas se prevén  para revertir la situación?,Ministerio de Producción,Promoción industrial  ,REACTIVACIÓN DE LA INDUSTRIA
ANEXO 94,30/05/2016,01/06/2016,544,8/1/2016 10:01:45,"González, Nancy (CHU - PJ-FpV)","Respecto de la recaudación de Seguridad Social, los boletines mensuales solo se encuentran actualizados a febrero de 2016.
En dicho boletín, en el cuadro 1, titulado ""cantidad de cotizantes y aportantes según relación laboral"", existe una merma en la cantidad de cotizantes en relación de dependencia del 1,6%.",¿Qué medidas tienen pensado aplicar para estimular la creación y el mantenimiento de los puestos de trabajo?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ESTADÍSTICAS Y MEDIDAS POR DESEMPLEO
ANEXO 94,30/05/2016,01/06/2016,545,8/1/2016 12:15:34,"González, Nancy (CHU - PJ-FpV)",,¿Podría decirnos cuál es el índice de desempleo actual en la Argentina?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,INDICE DE DESEMPLEO
ANEXO 94,30/05/2016,01/06/2016,546,8/1/2016 12:18:11,"González, Nancy (CHU - PJ-FpV)",,"¿Qué tiene para decir de las numerosas bajas en el empleo en empresas como Acindar, Volkswagen y muchas otras? ","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,DESPIDOS EN LA INDUSTRIA METALMECÁNICA
ANEXO 94,30/05/2016,01/06/2016,547,8/1/2016 12:21:18,"González, Nancy (CHU - PJ-FpV)",,"¿Qué políticas maneja el Poder Ejecutivo para crear nuevos puestos de trabajo, más allá de las supuestas e hipotéticas inversiones que vienen anunciando desde diciembre y no se concretan? ","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,NUEVOS EMPLEOS
ANEXO 94,30/05/2016,01/06/2016,548,7/29/2016 16:51:40,"Irrazábal, Juan Manuel (MSN - PJ-FpV)",,"Detalle las gestiones realizadas por la misión encabezada por el señor Secretario de Estrategia y Asuntos Militares del Ministerio de Defensa ante autoridades de los Estados Unidos de América en el mes de mayo de 2016. En particular, las referidas a que ""la ciudad de Ushuaia se convierta en una base logística"" según consigna el matutino ""La Nación"" (""El Gobierno retoma el intercambio militar con Estado Unidos"", 15 de mayo de 2016). ",Ministerio de Defensa,Acuerdos Internacionales,BASE DE USUHAIA
ANEXO 94,30/05/2016,01/06/2016,549,7/29/2016 17:00:21,"Irrazábal, Juan Manuel (MSN - PJ-FpV)",,"Detalle las gestiones efectuadas por el Ministerio de Defensa para la eventual instalación de ""bases logísticas"" de los Estados Unidos de América en cualquier parte del territorio nacional, su ubicación, características, objetivos, instrumentación legal y encuadramiento político.  ",Ministerio de Defensa,Acuerdos Internacionales,BASES DE EEUU EN EL PAÍS
ANEXO 94,30/05/2016,01/06/2016,550,7/29/2016 18:03:48,"Irrazábal, Juan Manuel (MSN - PJ-FpV)",,"Detalle las medidas fiscales y de incentivos a las inversiones productivas y turísticas que el Poder Ejecutivo tiene previsto implementar a fines de compensar a Micro, Pequeñas y Medianas Empresas en las zonas de frontera por asimetrias y desequilibrios económicos provocados por razones de competitividad con países limítrofes. ",Ministerio de Producción,Política turística  ,INCENTIVOS FISCALES PARA INVERSIONES TURISTICAS
