INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,330,Interbloque Frente Amplio Progresista,Teniendo en cuenta que hoy las provincias son las principales aportantes del sistema público de salud.,Si se proyecta convocar a las provincias para analizar un sistema público de salud financiado por el Estado.,Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,331,Interbloque Frente Amplio Progresista,"En el año 2004 el gobierno chileno autorizó a la firma Antofagasta Minerals la instalación de la escombrera de la mina de cobre Los Pelambres. Se trata de un predio de 105 hectáreas, denominado Cerro amarillo, en el cual se arrojaron entre 2007 y 2012 enormes neumáticos en desuso y rocas de bajo contenido de cobre, acumuladas en montañas de 70 metros de alto. Se ha constatado que la mitad de la escombrera, más de 52 hectáreas, se encuentra del lado argentino, en el departamento sanjuanino de Calingasta, en terrenos del proyecto minero El Pachón de la empresa Glencore. Por tal motivo, la empresa inició acciones ante la justicia, a la vez que encargó un estudio en la zona para determinar el impacto producido.
El estudio confirmó contaminación del suelo argentino, desaparición de lagunas al ser cubiertas con escombros, vegas afectadas y alteración en el normal escurrimiento aguas abajo, con riesgo de contaminación futura del río Carnicería, que alimenta al río San Juan. También se contabilizaron 470 neumáticos gigantes, constatándose la falta de material aislante bajo las gomas; se comprobó los efectos del drenaje ácido generado por las montañas de material estéril en lagunas cercanas, a partir de altos niveles de pH, altos valores de conductividad, y altas concentraciones de sulfato, nitrato y cobre, entre otros parámetros.
Destacando la plena competencia en la intervención del Ministerio de Ambiente y Desarrollo Sustentable y de Relaciones Exteriores de la Nación (Artículo 41, Constitución Nacional: “Se prohíbe el ingreso al territorio nacional de residuos actual o potencialmente peligrosos, y de los radiactivos”) y lo dispuesto por Ley 23.922, de ratificación del Convenio de Basilea, sobre el control de los movimientos transfronterizos de los desechos peligrosos y su eliminación",Sírvase informar qué medidas se han realizado y/o se tienen previstas para el retiro de las escombreras que acumulan residuos peligrosos desde el año 2007 a la fecha; qué medidas se han realizado y/o se tienen previstas para la remediación de los suelos y recursos hídricos contaminados.,Ministerio de Energía y Minería,Minería  ,SANCIONES A ANTOFAGASTA MINERALS
95,22/08/2016,24/08/2016,332,Interbloque Frente Amplio Progresista,"En el año 2004 el gobierno chileno autorizó a la firma Antofagasta Minerals la instalación de la escombrera de la mina de cobre Los Pelambres. Se trata de un predio de 105 hectáreas, denominado Cerro amarillo, en el cual se arrojaron entre 2007 y 2012 enormes neumáticos en desuso y rocas de bajo contenido de cobre, acumuladas en montañas de 70 metros de alto. Se ha constatado que la mitad de la escombrera, más de 52 hectáreas, se encuentra del lado argentino, en el departamento sanjuanino de Calingasta, en terrenos del proyecto minero El Pachón de la empresa Glencore. Por tal motivo, la empresa inició acciones ante la justicia, a la vez que encargó un estudio en la zona para determinar el impacto producido.
El estudio confirmó contaminación del suelo argentino, desaparición de lagunas al ser cubiertas con escombros, vegas afectadas y alteración en el normal escurrimiento aguas abajo, con riesgo de contaminación futura del río Carnicería, que alimenta al río San Juan. También se contabilizaron 470 neumáticos gigantes, constatándose la falta de material aislante bajo las gomas; se comprobó los efectos del drenaje ácido generado por las montañas de material estéril en lagunas cercanas, a partir de altos niveles de pH, altos valores de conductividad, y altas concentraciones de sulfato, nitrato y cobre, entre otros parámetros.
Destacando la plena competencia en la intervención del Ministerio de Ambiente y Desarrollo Sustentable y de Relaciones Exteriores de la Nación (Artículo 41, Constitución Nacional: “Se prohíbe el ingreso al territorio nacional de residuos actual o potencialmente peligrosos, y de los radiactivos”) y lo dispuesto por Ley 23.922, de ratificación del Convenio de Basilea, sobre el control de los movimientos transfronterizos de los desechos peligrosos y su eliminación",Detalle  todos los organismos intervinientes,Ministerio de Energía y Minería,Minería  ,SANCIONES A ANTOFAGASTA MINERALS
95,22/08/2016,24/08/2016,333,Interbloque Frente Amplio Progresista,"El ministro en declaraciones en medios periodísticos,  habla de la importancia del dialogo con el sindicalismo y empresarios. ",¿Se piensa también convocar a gobiernos locales y provinciales que cargan con la responsabilidad de llevar adelante la concreción del derecho a la salud?,Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,334,Interbloque Frente Amplio Progresista,"- Respecto al cumplimiento de lo dispuesto en el Artículo 10 de la Ley 26.737: “Asimismo, se prohíbe la titularidad o posesión de los siguientes inmuebles por parte de las personas extranjeras definidas en el artículo 3° de la presente ley: Los que contengan o sean ribereños de cuerpos de agua de envergadura y permanentes”"," Sírvase informar si la Subsecretaría de Recursos Hídricos y el Consejo Hídrico Federal han cumplimentado la información requerida por el artículo 10 del Decreto Reglamentario 274/12. Es decir, nómina, mapa o listado de cuerpos de agua del territorio argentino considerados de envergadura y permanentes, como así también las obras hídricas en desarrollo y proyectadas consideradas estratégicas y de interés público. Sírvase remitir copia de la información recibida.","Ministerio de Interior, Obras Públicas y Vivienda",Recursos Hidrícos/Obras Hídricas,LISTADO DE CUERPOS DE AGUA
95,22/08/2016,24/08/2016,335,Interbloque Frente Amplio Progresista,Respecto al Decreto 908/2016,¿Por qué el Gobierno Nacional entiende que es necesario contratar servicios privados para que la población acceda mediante una credencial a atención?,Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,336,Interbloque Frente Amplio Progresista,"Respecto al cumplimiento de lo dispuesto en el Artículo 10 de la Ley 26.737: “Asimismo, se prohíbe la titularidad o posesión de los siguientes inmuebles por parte de las personas extranjeras definidas en el artículo 3° de la presente ley: Los que contengan o sean ribereños de cuerpos de agua de envergadura y permanentes”","Sírvase remitir toda información enviada por la Subsecretaría de Recursos Hídricos y el Consejo Hídrico Federal al CONSEJO INTERMINISTERIAL DE TIERRAS RURALES referida al párrafo del artículo mencionado, hasta el momento de vigencia del decreto 274/12.",Ministerio de Justicia y Derechos Humanos,Recursos Hidrícos/Obras Hídricas,CUERPOS DE AGUA EN TIERRAS DE EXTRANJEROS
95,22/08/2016,24/08/2016,337,Interbloque Frente Amplio Progresista,,"Detalle a qué aspectos se refiere el "" Fortalecimiento y modernización del sector público de salud” como finalidad de la CUS. En el mismos sentido qué parámetros se tomaran para  “mejoramiento de los determinantes sociales de salud”",Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,338,Interbloque Frente Amplio Progresista,"Respecto a lo dispuesto en el Artículo 8 de la Ley 26.737: “Se establece en el 15% el límite a toda titularidad de dominio o posesión de tierras rurales en el territorio nacional, respecto de las personas y supuestos regulados por este capítulo. Dicho porcentual se computará sobre el territorio de la provincia, municipio o entidad administrativa equivalente en que esté situado el inmueble rural”; y el Artículo 10 del Decreto Reglamentario 274/12: “Dentro del plazo de 60 días de constituido el CONSEJO INTERMINISTERIAL DE TIERRAS RURALES cada provincia, a través de su representante, elevará al mismo una propuesta de equivalencias para el territorio provincial, siguiendo los criterios referidos precedentemente. Agotado el plazo y no recibida la propuesta, el CONSEJO INTERMINISTERIAL DE TIERRAS RURALES podrá realizar la determinación”",Sírvase informar nómina de las provincias que aún no han cumplimentado con la presentación de la propuesta de equivalencias mencionada.,Ministerio de Justicia y Derechos Humanos,Tierras rurales,ADHESIÓN PROVINCIAL A LEY DE TIERRAS RURALES
95,22/08/2016,24/08/2016,339,Interbloque Frente Amplio Progresista,Respecto al Decreto 908/16.,¿Qué beneficios otorgaría la nominalización de los usuarios frente a alguien que no esté nominalizado?,Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,340,Interbloque Frente Amplio Progresista,	De los fondos destinados para la  financiación de la Cobertura Universal de Salud ,¿Cuánto se destinará a la Atención Primaria de la Salud? ¿Cuánto a la construcción y puesta en valor de hospitales?,Ministerio de Salud,Hospitales,PRESUPUESTO PARA REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,341,Interbloque Frente Amplio Progresista,"Respecto a lo dispuesto en el Artículo 8 de la Ley 26.737: “Se establece en el 15% el límite a toda titularidad de dominio o posesión de tierras rurales en el territorio nacional, respecto de las personas y supuestos regulados por este capítulo. Dicho porcentual se computará sobre el territorio de la provincia, municipio o entidad administrativa equivalente en que esté situado el inmueble rural”; y el Artículo 10 del Decreto Reglamentario 274/12: “Dentro del plazo de 60 días de constituido el CONSEJO INTERMINISTERIAL DE TIERRAS RURALES cada provincia, a través de su representante, elevará al mismo una propuesta de equivalencias para el territorio provincial, siguiendo los criterios referidos precedentemente. Agotado el plazo y no recibida la propuesta, el CONSEJO INTERMINISTERIAL DE TIERRAS RURALES podrá realizar la determinación”, ","Sírvase informar determinaciones de propuesta de equivalencias para territorios provinciales realizadas por el CONSEJO INTERMINISTERIAL DE TIERRAS RURALES, en casos de que haya optado por realizarlas, agotado el plazo de presentación por parte de las autoridades provinciales.",Ministerio de Justicia y Derechos Humanos,Tierras rurales,CUMPLIMENTACIÓN LEY DE TIERRAS RURALES
95,22/08/2016,24/08/2016,342,Interbloque Frente Amplio Progresista,,"Considerando las disposiciones de la LEY 20.429, NACIONAL DE ARMAS Y EXPLOSIVOS, y su Decreto Reglamentario 302/83, en lo referente a pólvoras, explosivos y afines, sírvase informar la situación en la que se encuentra el pedido de instalación de un complejo para la producción de Amoníaco, Acido Nítrico y Nitrato de Amonio por parte de la empresa NITRATOS AUSTIN S.A. en el Departamento de Metán, provincia de Salta.",Ministerio de Justicia y Derechos Humanos,Seguridad Interior  ,FÁBRICA DE PRODUCTOS EXPLOSIVOS EN METAN
95,22/08/2016,24/08/2016,343,Interbloque Frente Amplio Progresista,"Si el dictado de la resolución 1003/2016 del ministerio de salud de la nación que deja sin efecto la resolución que ordenaba que antes del 10 de septiembre de este año debía fijarse el límite máximo de camas con la finalidad de reducir las internaciones en los hospitales monovalentes y psiquiátricos públicos y privados  y que implica un retroceso en materia de políticas públicas de salud mental, importa un decisión del gobierno nacional de abandonar el espíritu der la nueva ley de salud mental y un retroceso al paradigma medico hegemónico.  ","En caso de responder afirmativamente, ¿existe la iniciativa de reemplazar la ley de salud mental?
¿Como se compadece la resolución 1003/2016 con lo dispuesto en el art. 19 de la convención sobre los derechos de las personas con discapacidad, que establece el derecho a vivir en forma independiente y a ser incluido en la comunidad?",Ministerio de Salud,Hospitales,MODIFICACIÓN LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,344,Interbloque Frente Amplio Progresista,,"¿En qué plazo máximo se tiene previsto reglamentar el art. 39 inciso d) de la ley 24.901 por el cual se establece que será obligatorio para las entidades alcanzadas por la mencionada ley brindar ""asistencia domiciliaria"" a personas con discapacidad?",Consejo Nacional de Políticas Sociales,Discapacidad,ASISTENCIA DOMICILIARIA PERSONAS CON DISCAPACIDAD
95,22/08/2016,24/08/2016,345,Interbloque Frente Amplio Progresista,,¿En qué estado de elaboración se encuentra la reglamentación de la ley de perros guías aprobada en el año 2012 con un pedido al Poder Ejecutivo de reglamentación por bajo Orden del Día 1211/2014?,Consejo Nacional de Políticas Sociales,Discapacidad,LEY PERROS GUIAS
95,22/08/2016,24/08/2016,346,Interbloque Frente Amplio Progresista,"La Educación Sexual Integral (ESI) es un derecho humano consagrado en la Ley 26.150 de ESI, sancionada en 2006. Es un derecho de nuestras/os niñas/os recibir educación para tomar decisiones informadas y para construir sus proyectos de vida. Es una de las políticas más efectivas para la prevención del abuso sexual, de la violencia de género y del embarazo adolescente.
A pesar de la importancia de la ESI, a fines de junio de 2016 el Ministerio de Educación de la Nación despidió a cinco empleados/as del Programa Nacional de Educación Sexual Integral que representan una tercera parte del personal asignado para la tarea. Luego de reclamar, se renovó el contrato de las y los trabajadores despedidos sólo por dos meses.","Dado que la ESI no se imparte aún en todos los establecimientos educativos del pais, ¿qué acciones planifican realizar para que todos los niños, niñas y adolescentes argentinos accedan al derecho de recibir educación sexual?
¿Si piensan jerarquizar el Programa ESI y si existe previsión de nuevas contrataciones de personal para el mismo?",Ministerio de Educación y Deportes,Programas educativos.,EDUCACIÓN SEXUAL INTEGRAL
95,22/08/2016,24/08/2016,347,Interbloque Frente Amplio Progresista,"La Educación Sexual Integral (ESI) es un derecho humano consagrado en la Ley 26.150 de ESI, sancionada en 2006. Es un derecho de nuestras/os niñas/os recibir educación para tomar decisiones informadas y para construir sus proyectos de vida. Es una de las políticas más efectivas para la prevención del abuso sexual, de la violencia de género y del embarazo adolescente.
A pesar de la importancia de la ESI, a fines de junio de 2016 el Ministerio de Educación de la Nación despidió a cinco empleados/as del Programa Nacional de Educación Sexual Integral que representan una tercera parte del personal asignado para la tarea. Luego de reclamar, se renovó el contrato de las y los trabajadores despedidos sólo por dos meses.
Sobre el material pedagógico – didáctico desarrollado por el Programa ESI (Láminas didácticas y Cuadernos ESI de los niveles inicial, primario y secundarios):","-Si hay publicaciones suficientes de los mismos para cubrir la demanda. Si no es así, plazos y cantidades que se planifica reeditar.
-En particular, sobre la publicación ESI- Cuaderno para la Educación Secundaria II dirigido a docentes, donde se incluyen talleres para abordar la problemática de la trata de personas, la violencia en el vínculo de parejas adolescentes y la discriminación por diversidad sexual. Si quedan en existencia y si no es así, plazos y cantidades que se planifica reeditar.
-Detalle si se han confeccionado otros materiales sobre ESI, cuáles, distribución y características de los mismos
-Si se han realizados capacitaciones sobre ESI a los docentes en 2016. Si es así a cuántos docentes y de qué provincias. Si existe un plan de capacitación docente en ESI este año.",Ministerio de Educación y Deportes,Programas educativos.,EDUCACIÓN SEXUAL INTEGRAL
95,22/08/2016,24/08/2016,348,Interbloque Frente Amplio Progresista,"La Ley 26.331, de Presupuestos Mínimos de Protección Ambiental de los Bosques Nativos, en su artículo 31° establece el Fondo Nacional para el Enriquecimiento y la Conservación de los Bosques Nativos, compuesto principalmente por las partidas presupuestarias anualmente asignadas, las que no podrán ser inferiores al 0,3% del presupuesto nacional y el 2% del total de las retenciones a las exportaciones de productos primarios y secundarios provenientes de la agricultura, ganadería y sector forestal, correspondientes al año anterior del ejercicio en consideración. 
Según datos del actual Ministerio de Ambiente y Desarrollo Sustentable de la Nación, MAyDS, (“Informe de estado de implementación de la Ley 26.331, período 2010 -2015""), entre los años 2010 y 2015 fueron asignados a dicho Fondo sólo 1.239 millones de pesos, en lugar de los 14.750 millones que le hubieran correspondido por ley, aproximadamente un 8,5% de lo establecido. Considerando además la quita de retenciones a diversos productos agrícolas dispuesta en los últimos, meses,",Sírvase informar cuál es el monto que la autoridad de aplicación de la ley 26.331 piensa asignar para el Fondo Nacional para el Enriquecimiento y la Conservación de los Bosques Nativos mencionado en el marco del Proyecto de Ley de Presupuesto General de la Administración Nacional para el ejercicio fiscal de 2017.,Ministerio de Ambiente y Desarrollo Sustentable,Recursos Naturales,FONDO PARA LA CONSERVACIÓN DE BOSQUES NATIVOS
95,22/08/2016,24/08/2016,349,Interbloque Frente Amplio Progresista,"La Ley 26.331, de Presupuestos Mínimos de Protección Ambiental de los Bosques Nativos, en su artículo 31° establece el Fondo Nacional para el Enriquecimiento y la Conservación de los Bosques Nativos, compuesto principalmente por las partidas presupuestarias anualmente asignadas, las que no podrán ser inferiores al 0,3% del presupuesto nacional y el 2% del total de las retenciones a las exportaciones de productos primarios y secundarios provenientes de la agricultura, ganadería y sector forestal, correspondientes al año anterior del ejercicio en consideración. 
Según datos del actual Ministerio de Ambiente y Desarrollo Sustentable de la Nación, MAyDS, (“Informe de estado de implementación de la Ley 26.331, período 2010 -2015""), entre los años 2010 y 2015 fueron asignados a dicho Fondo sólo 1.239 millones de pesos, en lugar de los 14.750 millones que le hubieran correspondido por ley, aproximadamente un 8,5% de lo establecido. Considerando además la quita de retenciones a diversos productos agrícolas dispuesta en los últimos, meses",Sírvase informar si está en los planes de la autoridad de aplicación de la ley 26.331 modificar el artículo 31 que hace referencia a la asignación de montos del Fondo Nacional para el Enriquecimiento y la Conservación de los Bosques Nativos,Ministerio de Ambiente y Desarrollo Sustentable,Recursos Naturales,FONDO PARA LA CONSERVACIÓN DE BOSQUES NATIVOS
95,22/08/2016,24/08/2016,350,Interbloque Frente Amplio Progresista,"La Ley 26.331, de Presupuestos Mínimos de Protección Ambiental de los Bosques Nativos, en su artículo 31° establece el Fondo Nacional para el Enriquecimiento y la Conservación de los Bosques Nativos, compuesto principalmente por las partidas presupuestarias anualmente asignadas, las que no podrán ser inferiores al 0,3% del presupuesto nacional y el 2% del total de las retenciones a las exportaciones de productos primarios y secundarios provenientes de la agricultura, ganadería y sector forestal, correspondientes al año anterior del ejercicio en consideración. 
Según datos del actual Ministerio de Ambiente y Desarrollo Sustentable de la Nación, MAyDS, (“Informe de estado de implementación de la Ley 26.331, período 2010 -2015""), entre los años 2010 y 2015 fueron asignados a dicho Fondo sólo 1.239 millones de pesos, en lugar de los 14.750 millones que le hubieran correspondido por ley, aproximadamente un 8,5% de lo establecido. Considerando además la quita de retenciones a diversos productos agrícolas dispuesta en los últimos, meses",Detalle todos los organismos intervinientes,Ministerio de Ambiente y Desarrollo Sustentable,Recursos Naturales,FONDO PARA LA CONSERVACIÓN DE BOSQUES NATIVOS
95,22/08/2016,24/08/2016,351,Interbloque Frente Amplio Progresista,"A raíz de la Resolución de la Comisión de Límites de la Plataforma Continental de la Organización de las Naciones Unidas de fecha 11 de marzo de 2016, que amplió en un 35% la plataforma marítima argentina,  
Informe:","Si se han adoptado medidas concretas relativas al ejercicio de los derechos soberanos de nuestro país sobre el nuevo territorio del lecho y subsuelo marino argentino, en particular sobre las proyecciones económicas involucradas.  ",Ministerio de Relaciones Exteriores y Culto,Malvinas  ,PLATAFORMA CONTINENTAL
95,22/08/2016,24/08/2016,352,Interbloque Frente Amplio Progresista,"A raíz de la Resolución de la Comisión de Límites de la Plataforma Continental de la Organización de las Naciones Unidas de fecha 11 de marzo de 2016, que amplió en un 35% la plataforma marítima argentina.
Informe:","Si está prevista la continuidad del trabajo de investigación llevado a cabo por el equipo de expertos de la Comisión Nacional del Límite Exterior de la Plataforma Continental de nuestro país. En ese caso, cuáles serían sus principales líneas de acción.",Ministerio de Relaciones Exteriores y Culto,Malvinas  ,PLATAFORMA CONTINENTAL
95,22/08/2016,24/08/2016,353,Interbloque Frente Amplio Progresista,Centro Nacional de Alto Rendimiento Deportivo (Cenard),"-Si el gobierno nacional tiene previsto su traslado a otra zona de la Ciudad de Buenos Aires y en ese caso, cuáles serían los fundamentos de tal decisión.
-Si a raíz del eventual traslado, se tiene previsto desafectar el uso deportivo acordado a las tierras que actualmente ocupa el Cenard y si también se tiene previsto desafectar el dominio del estado nacional al que históricamente pertenecen esas tierras. Aclare asimismo, en caso de desafectación del dominio del estado, cuál sería el destino previsto.",Ministerio de Educación y Deportes,Política infraestructura educativa,TRASLADO DEL CENARD RENDIMIENTO DEPORTIVO
95,22/08/2016,24/08/2016,354,Interbloque Frente Amplio Progresista,,"Dado el plan de relocalización llevado adelante por la Autoridad de Cuenca del Matanza Riachuelo ACUMAR, sírvase informar:
- Cantidad total de viviendas destinadas en dicho plan para el partido de Esteban Echeverría. En caso de contemplar distintas etapas, detalle para cada etapa:
a) Localización de las viviendas (calles circundantes).
b) Fecha de inicio de construcción de las viviendas.
c) Cantidad total de viviendas finalizadas.
d) Cantidad de viviendas en construcción.
e) Cantidad de viviendas finalmente adjudicadas.
f) Presupuesto total asignado y ejecutado a la fecha.
- Procedencia de las familias a relocalizar en dichas viviendas: detalle cantidad de familias, por barrio y distrito",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,PLAN DE RELOCALIZACIÓN ACUMAR
95,22/08/2016,24/08/2016,355,Interbloque Frente Amplio Progresista,Con respecto a CAMMESA. ,Nuevamente nos vemos obligados a repreguntar si se ha tomado alguna medida con respecto a las irregularidades en la transferencia de cuantiosas sumas de dinero en forma de subsidios y aportes no reintegrables a la compañía administradora del mercado mayorista eléctrico S.A,Ministerio de Energía y Minería,Energía eléctrica  ,SUBSIDIOS EMPRESAS DE SERVICIOS PÚBLICOS
95,22/08/2016,24/08/2016,356,Interbloque Frente Amplio Progresista,Con respecto a CAMMESA. ,"Si se ha iniciado el sumario administrativo y en su caso las denuncias pertinentes por los sobreprecios detectados por la Auditoria General de la Nación en la compra de combustible líquido a PDVSA de Venezuela y respecto de la omisión en informar la mala calidad del combustible recibido, atento el alto porcentaje de azufre ",Ministerio de Energía y Minería,YPF/Política de hidrocarburos/Gas,SOBREPRECIOS EN COMPRA COMBUSTIBLE PDVSA
95,22/08/2016,24/08/2016,357,Interbloque Frente Amplio Progresista,Con respecto a CAMMESA. ,"Si se ha tomado alguna medida con respecto al control que debió hacer en el periodo 2010-2015 la Sindicatura General de la Nación, que a partir del 2010 decidió dejar de hacer público los informes sobre CAMMESA ",Ministerio de Energía y Minería,Energía eléctrica  ,CONTROL DE SIGEN EN CAMMESA
95,22/08/2016,24/08/2016,358,Interbloque Frente Amplio Progresista,,Dentro del Plan de Desarrollo de Energía Renovables. Se tiene previsto un programa crediticio para el fomento del uso en viviendas particulares de Calefones Solares Domiciliarios? Sugerimos tener en cuenta el proyecto 4521-D-2016.,Ministerio de Energía y Minería,Energías renovables  ,INVERSIÓN EN ENERGÍAS RENOVABLES
95,22/08/2016,24/08/2016,359,Interbloque Frente Amplio Progresista,La fábrica de Tanino de Unitan S.A situada en Formosa,¿cumple con  las legislaciones ambientales vigentes? ¿Se han realizado controles para garantizar el cuidado del medio ambiente en dicha empresa? ¿Cuáles fueron los resultados?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,LEYES AMBIENTALES EN FABRICA TANINO
95,22/08/2016,24/08/2016,360,Interbloque Frente Amplio Progresista,"Dado el plan de relocalización llevado adelante por la Autoridad de Cuenca del Matanza Riachuelo ACUMAR, ","En el caso puntual de las familias del Barrio 9 de Enero, de la localidad de Monte Grande, Partido de Esteban Echeverría sírvase informar:
a) Cantidad total de viviendas ya finalizadas que se adjudicarán a familias de dicho barrio.
b) Fecha tentativa para la adjudicación de las mismas.
En caso de contemplar distintas etapas, detalle los ítems mencionados para cada etapa.",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,PLAN DE RELOCALIZACIÓN ACUMAR
95,22/08/2016,24/08/2016,361,Interbloque Frente Amplio Progresista,,¿Cuál es la fecha en que se tiene previsto reglamentar  el Registro de Beneficiarios de la ley 27098 de los clubes de barrio y del pueblo y la ley 27218 para las asociaciones civiles y fundaciones sin fines de lucro?,Ministerio de Educación y Deportes,Política deportiva,REGLAMENTACIÓN DEL REGIMEN DE PROMOCIÓN DE LOS CLUBES DE BARRIO
95,22/08/2016,24/08/2016,362,Interbloque Frente Amplio Progresista,,"¿Cuáles son los motivos por los cuales, en la Ciudad Autónoma de Buenos Aires, el Canal de TV sin fines de lucro “Barricada TV” (Asociación Civil de Trabajo, Educación y Cultura), no puede emitir su señal luego de haber accedido mediante concurso público a la frecuencia 33.1 de la Televisión Digital Terrestre (TDT)?",ENACOM,"Radio, Tv ",REGLAMENTACIÓN DEL REGIMEN DE PROMOCIÓN DE LOS CLUBES DE BARRIO
95,22/08/2016,24/08/2016,363,Interbloque Frente Amplio Progresista,En cuanto al acceso a la Estación Terminal de La Plata.,"¿Se analizaron distintas alternativas o se dio por válida la propuesta de la gestión anterior? En caso de haber estudiado la continuación de las obras pendientes, que se tomó en cuenta para la elección y cuáles eran los costos económicos y sociales de cada una de ellas.",Ministerio de Transporte,Obras Viales,OBRAS EN ESTACIÓN TERMINAL LA PLATA
95,22/08/2016,24/08/2016,364,Interbloque Frente Amplio Progresista,,"¿Cuáles son los motivos por los cuales, en la Ciudad Autónoma de Buenos Aires, el Canal de TV sin fines de lucro “Barricada TV” (Asociación Civil de Trabajo, Educación y Cultura), no tiene la habilitación definitiva luego de haber accedido mediante concurso público a la frecuencia 33.1 de la Televisión Digital Terrestre (TDT)?",ENACOM,"Radio, Tv ",REGLAMENTACIÓN DEL REGIMEN DE PROMOCIÓN DE LOS CLUBES DE BARRIO
95,22/08/2016,24/08/2016,365,Interbloque Frente Amplio Progresista,,¿Cuál es el plan de futuras inversiones en la zona noreste del país respecto a conexiones viales en la zona noreste del país?,Plan Belgrano,Obras Viales,INVERSIONES EN CONEXIONES VIALES NEA
95,22/08/2016,24/08/2016,366,Interbloque Frente Amplio Progresista,,"¿Cuáles fueron los motivos por los cuales no se han abonado en su totalidad, los importes correspondientes al Fondo de Fomento Concursables para Medios de Comunicación Audiovisual (FOMECA) del año 2015 para proyectos especiales de comunicación audiovisual y los medios comunitarios, de frontera, y de los Pueblos Originarios y si hay una fecha estimada de cancelación de esta deuda?",ENACOM,"Radio, Tv ",PAGOS SUBSIDIOS FOMECA
95,22/08/2016,24/08/2016,367,Interbloque Frente Amplio Progresista,,¿Cuáles fueron los motivos por los cuales aún no se ha convocado a concurso abierto para el otorgamiento de los subsidios correspondientes al Fondo de Fomento Concursables para Medios de Comunicación Audiovisual para este año (2016) teniendo en cuenta que está dentro del presupuesto aprobado?,ENACOM,"Radio, Tv ",SUBSIDIOS FOMECA
95,22/08/2016,24/08/2016,368,Interbloque Frente Amplio Progresista,,"¿Cuál es el plan de renovación (y/o mantenimiento) de instalación eléctrica y tendido eléctrico, de modo de evitar los recurrentes cortes de energía que sobre todo se efectúan en Ciudad de Buenos Aires y Provincia de Buenos Aires?",Ministerio de Energía y Minería,Energía eléctrica  ,TENDIDO ELECTRICO
95,22/08/2016,24/08/2016,369,Interbloque Frente Amplio Progresista,"Tenga bien informar respecto al cierre del servicio  Alejandro Korn – Chascomús de la línea del ferrocarril Roca, en relación a los siguientes puntos: ","-Informe cuáles son los motivos de la interrupción del servicio que une a las estaciones Alejandro Korn – Chascomús. 
-Informe la fecha de reanudación del servicio. 
-Para el caso de no tener fecha cierta de reanudación del servicio informe cuales son los motivos de impiden fijarla. 
-Indique las causales por las cuales la estación de Domseelar y Gandara son estaciones de detención facultativa y no de detención obligatoria.",Ministerio de Transporte,Política Ferroviaria  ,FERROCARRIL ROCA
95,22/08/2016,24/08/2016,370,Interbloque Frente Amplio Progresista,,¿Dónde se publican las actas de directorio del Ente Nacional de Comunicaciones?,ENACOM,Organismos,PUBLICACIÓN ACTAS ENACOM
95,22/08/2016,24/08/2016,371,Interbloque Frente Amplio Progresista,,¿Cuántas resoluciones firmó el Ente Nacional de comunicaciones desde su creación? ¿Son todas públicas?,ENACOM,Organismos,PUBLICACIÓN RESOLUCIONES ENACOM
95,22/08/2016,24/08/2016,372,Interbloque Frente Amplio Progresista,,¿Hay algún plan de modificación de asignaciones en el Espectro radioeléctrico para los próximos 180 días? ,ENACOM,"Radio, Tv ",ASIGNACIONES EN EL ESPECTRO RADIOELÉCTRICO
95,22/08/2016,24/08/2016,373,Interbloque Frente Amplio Progresista,,¿Cuál es el costo de la obra y cual es el origen de los fondos de su financiación  del bajo nivel vehicular en el cruce de 1 y 32 de la ciudad de La Plata en el marco de las obras complementarias de Electrificación del Ferrocarril Roca Constitución - La Plata?,Ministerio de Transporte,Obras Viales,OBRAS FERROCARRIL ROCA
